"","s201_P2_195","s332_P2_760","s486_P3_279","s697_P2_870","s738_P2_114"
"AAK1",1.362808491,1.010342804,0.433951995,2.031151523,0.268896078
"AAMP",2.008658235,1.584425054,0.976223814,3.026426409,0.516189008
"AATK",0.063543692,0.00287471,0.040245945,0.008665345,0.041395829
"ABCA1",1.023049201,0.574934556,1.189999803,0.404140559,0.295186308
"ABCA10",0.002749126,0.001072967,0.002145934,0.002719977,0.00160945
"ABCA12",0.635885934,0.00399939,0.033994813,3.80245207,0.013997864
"ABCA13",0.016282928,0,0.017702861,0.345236514,0.011265457
"ABCA2",1.315993428,0.648263837,1.182283213,0.666257113,1.170561926
"ABCA3",2.776005002,0.98958078,1.584431126,0.21913166,0.96607355
"ABCA4",0.7465401,0.358080708,0.06270035,2.623852873,0.052945786
"ABCA5",0.226091286,0.048372871,0.147105875,0.637724656,0.052348723
"ABCA6",0,0,0,0,0
"ABCA7",0.699034923,0.063817772,0.098704395,0.214890027,0.065519579
"ABCA8",0.031055362,0.001043201,1.147658737,0,0.002086402
"ABCA9",0.009753171,0.000675997,0.007435964,0.000574942,0.000675997
"ABCB1",0.006626421,0.010267481,0.014830806,0.005427643,0.00912665
"ABCB11",0.000410436,0.001768065,0.000442016,0.010868524,0
"ABCB4",0.007878912,0.010041537,0.010041537,0.001578788,0.012358815
"ABCB5",0,0,0,0,0
"ABCB6",0.79736144,0.15740051,0.160433155,2.203269659,0.267659089
"ABCC1",0.007584118,0.012124703,0.007511795,0.100295112,0.003258784
"ABCC10",0.000557763,0.000152023,0.000177099,0.000315336,0.00014889
"ABCC11",8.61e-06,8.8e-05,7.33e-06,0.00086022,0
"ABCC2",9.27e-05,0.000700986,0.000304375,0.013923849,0.000101458
"ABCC3",0.08990704,0.016196006,0.037947287,0.060280599,0.007156846
"ABCC4",0.001839117,0.004642971,0.006263245,0.004293937,0.017001871
"ABCC5",0.005825977,0.006471166,0.007331432,0.0443889,0.003554869
"ABCC6",0.004564358,0.001451001,0.002701989,5.95e-05,0.00013124
"ABCC8",5.02e-07,1.08e-06,3.24e-06,6.33e-07,5.41e-07
"ABCC9",0.000631705,0.001114252,0.000153257,2.31e-05,1.35e-05
"ABCG1",0.021277859,0.015581271,0.061475197,0.086562903,0.221537347
"ABCG2",0.010677584,0.038255724,0.01299251,0.123290152,0.019488765
"ABCG4",0.000127526,3.25e-05,0.000113804,0.000262648,8.13e-05
"ABCG5",0,0,0,0,0
"ABCG8",1.46e-06,0,0,0,0
"ABHD2",2.565541066,4.911600802,1.324664093,6.967304818,0.41003804
"ABI1",2.608162434,1.124648277,0.680111996,1.999359077,0.292409011
"ACE",0.008770654,0.005314164,0.006448245,0.001475554,0.00839244
"ACE2",4.03e-05,2.5e-06,0,3.21e-05,1.25e-06
"ACHE",3.37e-05,1.08e-05,0.00013592,4.47e-05,0.001711887
"ACKR1",0,0,0,0,0
"ACKR2",7.15e-05,7.31e-05,7.31e-05,0.000377355,0.002229443
"ACKR3",0.00076222,0.000137306,0.001563175,0.036354401,0.000161951
"ACKR4",1.4e-05,7.25e-06,1.09e-05,5.97e-06,0
"ACTN1",0.023998462,0.066932749,0.03577438,0.054723844,0.019094775
"ACVR1",0.006972239,0.005283067,0.004571674,0.00354657,0.001944169
"ACVR1B",0.053921789,0.033197474,0.014754451,0.103648184,0.010192883
"ACVR1C",0.000478482,0.000140331,0.002539118,0.000306093,2.16e-05
"ACVR2A",0.007727512,0.008677985,0.010211594,0.013714691,0.004376397
"ACVR2B",0.067658146,0.079555279,0.16049964,0.035359002,0.058360867
"ACVRL1",0.003515931,0.008656213,0.038835983,0.00940625,0.003275324
"ADA",0.00018364,0.000236399,0.000161917,0.000371697,4.53e-05
"ADAM10",0.017059393,0.01082948,0.008573191,0.009661862,0.002213886
"ADAM11",4.6e-05,2.09e-05,2.03e-05,2.13e-05,4.73e-06
"ADAM12",1.61e-06,2.35e-05,1.43e-06,1.89e-06,9.44e-07
"ADAM15",0.05938908,0.037236871,0.01455951,0.021362198,0.011913487
"ADAM17",0.202233923,0.208207914,0.138870816,0.947851421,0.026381093
"ADAM19",0.00269943,0.067160936,0.039982768,0.038020893,0.000202958
"ADAM2",0,0,0,0,0
"ADAM20",4.85e-06,0,5.56e-06,2.42e-05,5.56e-06
"ADAM21",2.79e-06,1.27e-06,3.57e-06,3.91e-06,0
"ADAM22",0.00352188,0.000798563,0.000138747,8.63e-05,0.00012333
"ADAM23",0.000803748,0.000483578,0.000388135,0.01230991,0.000159072
"ADAM28",1.51e-06,1.83e-05,2.01e-06,2.87e-05,4.06e-05
"ADAM29",0.00051914,0,0,0,0
"ADAM30",0,0,0,0,0
"ADAM32",1.56e-05,2.97e-05,3.53e-05,3.28e-06,2.8e-06
"ADAM8",0.007941238,0.297874861,0.019415474,0.001470057,0.001397878
"ADAM9",0.004602231,0.012688056,0.007766107,0.011328189,0.001270806
"ADAP1",0.020936353,0.033024949,0.004618971,0.015158518,0.008168659
"ADAP2",0.00079982,0.000210704,5.93e-05,0.000190319,3.51e-05
"ADCY1",7.5e-06,1.53e-05,0.000263488,6.49e-05,0.000183005
"ADCY2",0.000112369,0.0001915,0.000119687,6.53e-05,7.18e-05
"ADCY3",0.012397267,0.01298804,0.005309311,0.013796171,0.001778968
"ADCY4",0.000217668,0.000169164,0.000209433,0.000547055,0.000314161
"ADCY5",0.003235307,0.00012666,0.000113089,1.98e-05,6.79e-05
"ADCY6",0.001412055,0.000218236,0.000901682,0.000841113,0.000305697
"ADCY7",0.00275094,0.012272279,0.009278522,0.006260702,0.00211723
"ADCY8",0,0,0,0,0
"ADCY9",0.002436198,0.001975101,0.001130635,0.00093886,0.001371132
"ADCYAP1R1",8.5e-05,0.000204957,4.39e-05,1.99e-05,4.39e-05
"ADD1",0.013181221,0.01958485,0.010251675,0.005266057,0.005220305
"ADD2",0.000103688,0.003307038,0.007009212,0.024550446,2.58e-05
"ADD3",0.000162756,0.00101929,0.000148217,0.001798206,8.47e-06
"ADGRA1",0,0,0,0,0
"ADGRA2",0.001111126,0.001370402,0.003278731,0.001114018,0.000294897
"ADGRA3",0.036459118,0.029642114,0.020857947,0.03213302,0.005724997
"ADGRB1",0.000831486,0.006137381,0.002891975,0.009672012,0.000224931
"ADGRB2",0.001237294,0.009153673,0.008532734,0.004707096,0.004017821
"ADGRB3",0,0,0,0,0
"ADGRD1",0.000477522,1.68e-06,0.000765074,2.6e-05,0.000107378
"ADGRD2",0,0,0,1.93e-05,0
"ADGRE1",3.21e-07,0,6.9e-05,6.18e-05,0
"ADGRE2",0.00073815,5.67e-06,7.04e-05,0.001518307,0
"ADGRE3",0,0,0,0,0
"ADGRE4P",0,0,0,0,0
"ADGRE5",0.080199517,0.169178533,0.037439628,0.042426861,0.03318597
"ADGRF1",0.529901513,0.015658681,0.003758083,0.053360403,0.00142668
"ADGRF2",0.003138086,0.000880868,0.000234898,0.001516683,0
"ADGRF3",2.48e-05,1.39e-05,4.86e-05,5.7e-05,1.39e-05
"ADGRF4",0.000635755,0.001056351,9.78e-05,0.003513033,0
"ADGRF5",0.061716933,0.002335264,0.015323094,0,0.096637683
"ADGRG1",0.051349148,0.0464582,0.008485792,0.118249922,0
"ADGRG2",6.07e-05,0.0004718,0.002093613,6.12e-05,0.000176925
"ADGRG3",2.52e-06,0,0,0,0
"ADGRG4",0,0,3.58e-06,0,0
"ADGRG5",0,0,4.04e-06,0,0
"ADGRG6",0.006854891,0.013789477,0.018923202,0.005130581,0.001361268
"ADGRG7",0,1.47e-05,0,0.000150885,0
"ADGRL1",0.000795663,0.000350751,0.000223778,0.001181428,0.000245416
"ADGRL2",0.004551913,0.003407526,0.046208226,0.004239794,0.002271684
"ADGRL3",7.28e-05,5.28e-05,0.000215448,0.001303417,3.52e-05
"ADGRL4",0,7.1e-05,0,0,0
"ADGRV1",0.008583205,9.71e-06,0.000985468,9.19e-05,0.001097122
"ADIPOR1",0.154544903,0.117966832,0.056486003,0.084447367,0.065739211
"ADIPOR2",0.213359667,0.836069199,0.07821649,0.833216741,0.081267188
"ADORA1",0.07588262,0.01415576,0.011116527,8.94e-05,0.000217113
"ADORA2A",0.001041616,0.000113291,0,0,0
"ADORA2B",0.011529882,0.010159482,0.001695628,0.009030009,0.004331223
"ADORA3",1.32e-06,1.42e-06,0,0,0
"ADRA1A",0,0,0,0,0.001395208
"ADRA1B",0.121145389,0.069879634,0.001383755,0.010123545,0
"ADRA1D",0.00081514,0,0.109972319,0.000696624,0
"ADRA2A",0.045171848,0.013003743,0.013003743,0.005676205,0.367745865
"ADRA2B",0,0.003582941,0.005374412,0.015552058,0.010748824
"ADRA2C",0.018748105,0.009463492,0.122165078,0.063087577,0.011184127
"ADRB1",0.024778442,0.025896991,0.019803582,0.042867205,0.103587965
"ADRB2",0.061352978,0.046716172,0.039084256,0.451328845,0.001906549
"ADRB3",0,0,0,0,0
"AGRN",5.95999837,3.523506741,3.364422632,8.348161972,0.666277202
"AGTR1",0.005226407,0.001075973,0.00161396,0,0.000537987
"AGTR2",0.000434646,0,0,0,0.001185783
"AHNAK",20.33424872,29.64803828,7.643238121,14.66766042,1.808878756
"AHNAK2",4.071096919,10.05599709,4.393363022,19.34784757,0.388090676
"AJAP1",0,0,0,1.14e-06,0
"AKAP11",0.501158558,2.08845684,0.930470098,0.775460577,0.584676004
"ALCAM",12.86597366,4.363794586,0.552947941,1.507483922,1.429591185
"ALG10B",0.679722655,0.177723759,0.349334566,0.218450178,0.142579829
"ALK",0,0,0.000701667,0.004177427,0.064553408
"ALOX15B",0.154140174,0.011061747,0.099981176,0.111798255,0.434385875
"ALPI",0,0,0,0,0
"ALPL",0.065830187,0.111462909,0.030613052,0.008960707,0.0031398
"ALPP",0.007127034,0.002441111,0.00061043,0.003641048,0
"AMER1",0.22967307,0.262105177,0.081851958,0.294325053,0.041149618
"AMER2",0.001357817,0,0,0,0
"AMHR2",0.00381159,0,0.00191268,0,0
"AMIGO1",0.297838348,0.104107124,0.269090447,0.082559099,0.337024756
"AMIGO2",7.214302991,3.023799078,3.494620563,5.799285957,0.099216747
"AMN",0.109588922,0.001835344,0.008259048,0.078699079,0.051516268
"AMOT",3.73e-06,7.68e-07,7.76e-05,1.24e-05,0
"AMPH",0,0,0.007587891,0.003463837,0.010960287
"ANGPT1",0.048881415,0.012198311,0.027446199,0.666165649,0.021347044
"ANK2",7.23e-05,0.001528125,0.002779952,0.000732103,5.07e-05
"ANK3",0.001449283,0.000373803,7.2e-05,0.000475297,0.000280261
"ANKH",0.000887753,0.000282825,0.000196247,0.001539465,0.000332969
"ANKRD13A",5.19754423,4.906530433,1.845175825,1.03194871,1.614617464
"ANKS1B",4.94e-06,0,2.7e-06,4.54e-08,9.27e-07
"ANO1",0.021360382,0.13589914,0.000268315,0.084365874,0
"ANO2",0,1.14e-05,0,8.76e-05,1.14e-05
"ANO3",0.000496053,8.6e-05,8.6e-05,7.27e-05,2.15e-05
"ANO4",0.000285477,5.3e-05,0.00063654,0.001186645,0
"ANO5",0,0,0.000162219,0,0
"ANO6",0.010030998,0.008615519,0.005469951,0.005147011,0.001103951
"ANO7",0.002811323,0.00110385,0.005213841,0.002562905,0.000140914
"ANO9",0.000338339,0.000265624,0.000149752,0.000312841,0.000216308
"ANOS1",5.2e-05,0,0.001169021,1.98e-05,1.36e-05
"ANPEP",0.000839176,0.070888196,0.095598455,0.003477723,0.000120397
"ANTXR1",0.000358109,0.000479937,0.009104653,0.006450026,0.000203973
"ANTXR2",0.001389658,0.004338828,0.001015213,0.000473526,0.000108269
"ANXA1",0.572356907,0.208169234,0.171459105,0.699109361,0.004727306
"ANXA13",3.75e-06,0,0,4.1e-06,0
"AOC1",0.000786295,0.000104006,0.000504995,1.48e-05,1.79e-05
"AOC3",0.00051376,0.000120146,0.000528771,0.000174151,2.27e-05
"AP2M1",0.0099767,0.120512716,0.02234997,0.049121921,0.005368249
"AP2S1",0.004982947,0.002054871,0.00074156,0.003086998,0.000863414
"APBB1",5.48e-05,0.000346129,0.000399525,6.92e-05,8.72e-05
"APBB1IP",0.002452088,0.00086017,0.000603403,0.000222023,0.000179737
"APCDD1",6.08e-05,1.67e-05,8.34e-06,0.000152698,5e-06
"APLNR",3.5e-05,2.14e-05,6.43e-06,5.39e-06,4.29e-06
"APLP1",0.00619431,0.008004332,0.013625664,0.002096585,0.001160934
"APLP2",0.575363609,0.212253283,0.106122326,0.153107641,0.050183374
"APP",0.490336111,0.577329533,0.613504117,0.64146413,0.183121064
"AQP1",0.063346137,0.001157353,0.191359894,0.000328524,0.000469749
"AQP10",0,0,0,2.3e-06,2.99e-06
"AQP2",1.05e-05,1.02e-06,2.03e-06,1.05e-06,1.32e-05
"AQP3",0.003054451,0.000321365,6.31e-05,0.000996286,0.002748772
"AQP4",0.002204763,0,0.002320849,0,0
"AQP5",1.64e-05,2.11e-06,5.9e-06,6.17e-06,0.001708705
"AQP8",2.52e-06,0,0,0,0
"AQP9",0.002369964,0,0,9.65e-05,0
"ARAP1",0.023846822,0.011656174,0.003409998,0.005199702,0.001553191
"ARC",5.37e-06,3.7e-05,0.000126396,5.87e-05,3.08e-06
"AREG",0.027803272,0.023801645,0.003759898,0.003774341,0.00973109
"ARF1",0.054564473,0.047335215,0.02589708,0.034928616,0.028269998
"ARF6",0.002222282,0.005499715,0.002265853,0.006173308,0.000851873
"ARL4A",0.639742896,1.369332103,0.905970793,6.463729572,0.474579762
"ARL4C",1.59618674,0.818392544,0.079817338,3.109320047,0.246323707
"ARL4D",0.263830686,0.081155683,0.469927598,1.601576385,0.030707556
"ARL6",0.075238754,0.161602246,0.093249475,0.109184613,0.056131205
"ART1",0,0,0,0,0
"ART3",0,0,0,0,0
"ART4",0,0,0,0,0
"ASAH2",0.069089269,0.034840434,0.028435945,0.062652864,0.000769985
"ASGR1",0.051648474,0.011221884,0.005610942,0.002173228,0.005100857
"ASIC1",0.006571103,0.099386846,0.074686182,0.561459796,0.050859936
"ASIC3",0.019997979,0.017646655,0.016765161,0.134893906,0.002647131
"ASIC4",0.00133313,0.00139331,0.018113032,0.005407974,0
"ASIC5",0,0,0,0,0
"ASPH",94.12758146,83.72331073,0.73435844,35.87221694,0.038767037
"ASTN1",0,0,0,0,0
"ASTN2",0.07918007,0.021055452,0.050940609,0.022217688,0.027848212
"ATP10A",0.0014251,0.000741671,0.000501272,1.11e-06,5.33e-05
"ATP10D",0.000442722,0.002615737,0.001738598,0.016509949,0.003033419
"ATP11A",0.004144232,0.010205593,0.008621018,0.002664305,0.002584598
"ATP11C",0.008789638,0.025308943,0.00917807,0.002428143,0.001948136
"ATP12A",3.34e-06,0.000322989,6.88e-07,1.24e-05,4.47e-06
"ATP13A1",0.001524481,0.001524932,0.001308768,0.002387135,0.000854617
"ATP13A2",0.009813536,0.00152742,0.000503648,0.001339527,0.000298895
"ATP13A3",0.01428154,0.029118906,0.013094024,0.013813037,0.004994213
"ATP1A1",0.013670041,0.008623676,0.007020305,0.012662086,0.007776757
"ATP1A2",0.004196087,0.002666474,0.003514765,0.000389571,0.000169421
"ATP1A3",0.001324866,0.001794552,0.001182457,0.002032148,0.000431249
"ATP1A4",9.28e-06,5.2e-06,3.71e-06,1.92e-06,7.41e-07
"ATP1B1",0.003005416,0.000852058,0.000169826,0.000676384,0.001721863
"ATP1B2",0.000118709,4.28e-05,5.88e-05,5.87e-05,0.000612109
"ATP1B3",0.000218419,0.000329906,0.000130509,0.001212485,3.7e-05
"ATP1B4",0,0,0,0,0
"ATP2B1",3.322656309,3.025008745,1.463471073,10.30752322,1.021344811
"ATP2B2",0,0.002219542,0.109867319,0.002788712,0
"ATP2B3",0,0.000601501,0,0,0.000601501
"ATP2B4",5.690203545,11.54034617,5.791658505,3.541011256,2.931866567
"ATP2C2",0.230743185,1.439625459,0.114051867,0.120194134,0.064074083
"ATP4A",0,0,0,0,0
"ATP4B",0,0.005746213,0,0,0
"ATP6V0A1",2.541390139,1.075535436,1.072398776,1.544135631,1.240979439
"ATP6V0A2",0.912729034,0.31103223,0.218723872,0.305829658,0.064459709
"ATP6V0A4",0.039781472,0.000646936,0.003881616,0.044826283,0.00323468
"ATP7A",0.585701952,0.694949876,0.145232691,1.034430296,0.192237462
"ATP7B",0.07289599,0.035600797,0.063290306,0.097567184,0.042852152
"ATP8A1",0.288764657,0.020952359,0.934833672,0.089496955,0.015942012
"ATP8A2",0.001059683,0,0.001649585,0.002264027,0.001099723
"ATP8B1",1.329169325,0.753592242,0.030218223,1.174771762,0.443452422
"ATP8B2",0.897429557,0.691855411,1.75281787,0.323833898,2.442923963
"ATP8B3",0.065256562,0.047091061,0.067013598,0.167333091,0.009660308
"ATP8B4",0.008745332,0.003046705,0.115773261,0.005173628,0.009140115
"ATRAID",3.802763911,1.326369126,1.543657391,2.532065839,0.555049851
"ATRN",8.619499514,9.680617715,6.228533655,23.54086741,4.038860655
"AVPR1A",3.09e-06,2.63e-06,0,0,8.78e-07
"AVPR1B",1.93e-05,3.26e-05,1.09e-05,0,1.09e-05
"AVPR2",6.74e-05,0,0,0,0
"AXL",11.03817361,9.491741589,8.069232184,0.573600543,0.205097405
"B2M",0.03770398,0.10540974,0.028889622,0.020487761,0.025470674
"B3GNT3",0.000696113,0.001112653,4.46e-05,0.000671273,0.000186703
"B4GALT1",0.315317511,0.240157309,0.1018162,0.124359114,0.069201386
"B4GALT5",0.002338077,0.005333509,0.001762545,0.000965366,0.00209526
"BACE1",0.01783042,0.007407984,0.008036453,0.004582738,0.00250977
"BACE2",0.000410732,0.019335469,0.004708645,0.02013195,0.000909711
"BAMBI",0.012498656,0.000253404,0.000105585,0.0015874,0.000105585
"BASP1",0.012963948,0.006313852,0.013842564,0.083987771,0.00337081
"BBS1",0.009258444,0.005323795,0.002952533,0.004012041,0.002260524
"BBS2",0.004465393,0.006993773,0.004257206,0.006535772,0.001250618
"BBS9",0.001042943,0.000432175,0.001211772,0.000399606,0.000432175
"BCAM",0.001616817,0.000826691,0.002217612,0.000524764,0.002175485
"BCAP31",0.024707049,0.007737842,0.002686698,0.014705085,0.007770043
"BDKRB1",0.000231738,0,2.51e-05,0.000669254,1.92e-05
"BDKRB2",0.000919428,2.57e-05,0.000643332,0.009336184,0.000270721
"BEST1",1.8e-05,3.28e-05,1.57e-05,3.9e-05,5.55e-06
"BEST2",0,0,0,2.56e-05,0
"BEST3",0,3.04e-05,8.68e-06,1.51e-05,0
"BEST4",0.000520344,0.000265243,0.000276295,9.18e-05,3.32e-05
"BFSP1",1.51e-05,3.03e-05,0.000129863,0.000126012,5.85e-05
"BLK",1.28e-07,7.48e-08,0,0,0
"BLNK",9.93e-06,8.25e-07,4.12e-07,8.73e-05,2.06e-06
"BMPR1A",0.000174571,0.000830081,0.000648779,0.000116678,0.000154283
"BMPR1B",1.85e-05,0.002312331,5.77e-06,0.000562716,0.000889136
"BMPR2",0.017047692,0.030317277,0.031442315,0.014163713,0.007038305
"BMX",7.69e-06,2.4e-06,1.92e-06,1.32e-05,2.88e-06
"BOC",7.83e-06,3.85e-06,0.000317619,4.9e-05,6.67e-06
"BRICD5",0.000591855,0.000180599,0.00047898,0.000116943,0.000204155
"BRS3",0,0,0,0,0
"BSG",0.029015338,0.014633376,0.006366815,0.0086331,0.006188344
"BST1",9.69e-06,2.99e-05,0.000368331,0.000213193,0
"BST2",0.030117457,0.026332793,0.01839638,0.038665614,0.004776117
"BTC",0.002026789,0.000322153,0.000170315,0.000165555,5.06e-05
"BTLA",0,1.92e-06,0,0,1.92e-06
"BTN1A1",0,0,0,0,0
"BTN2A1",0.000860339,0.001139629,0.000673024,0.000614436,0.001215952
"BTN2A2",0.002861399,0.004325461,0.00428073,0.000962464,0.007815663
"BTN2A3P",0.000244709,0.000263316,0.000174647,0.000129523,0.000338546
"BTN3A1",5.74e-05,0.000232928,0.000123974,3.88e-05,0.000134771
"BTN3A2",0.00059672,0.000540959,0.000103722,0.000134844,0.000228755
"BTN3A3",0.00070209,0.000701553,0.001170678,0.000405168,0.001143983
"BTNL3",0,0,0,0,0
"BTNL8",0,0,0,0,0
"BTNL9",0,0,0,0.000109465,0.00022138
"BVES",0,0.005399231,0.001115544,0.005042247,0
"C11orf24",0.004471295,0.003277913,0.001099998,0.002937707,0.000745529
"C11orf87",0,0,0,2.42e-05,0
"C17orf78",0,0,0,0,0
"C19orf18",0.000239254,1.42e-05,0.000185826,4.97e-05,7.08e-05
"C1orf159",0.000133952,1.97e-05,2.34e-05,4.54e-05,9.7e-06
"C1orf162",1.76e-06,5.53e-07,4.74e-07,1.34e-07,0
"C1orf210",0.000157453,0.000128442,2.55e-05,3.13e-05,0.000128442
"C1QBP",0.001701381,0.002276363,0.001088497,0.005484563,0.000588056
"C1QTNF1",2.38e-05,1.43e-05,8.96e-06,1.67e-05,5.15e-06
"C3AR1",2.62e-05,3.61e-05,3.01e-05,0,0
"C5AR1",1.96e-05,2.58e-05,0.00023425,0.000392219,4.45e-05
"C5AR2",0.000103125,6.22e-05,6.31e-05,2.35e-05,7.17e-05
"C6orf89",0.004928461,0.00208368,0.001793072,0.002766398,0.001320787
"CA12",0,0.0007811,0,0.144636818,0.000376345
"CA14",3.38e-08,3.96e-08,1.58e-07,6.02e-07,0
"CA4",0,0,0,0,0
"CA9",5.76e-05,9.12e-05,1.69e-06,0.000110991,0.000101372
"CACHD1",7.51e-05,0.000126954,0.000139161,0.000505241,3.42e-05
"CACNA1A",9.78e-05,3.58e-05,6.85e-05,4.45e-05,6.23e-06
"CACNA1B",4.15e-06,1.3e-05,0.000602761,8.42e-06,0
"CACNA1C",2.05e-05,2.43e-05,7.4e-06,9.23e-06,3.32e-06
"CACNA1D",0.001033119,0.000171431,9.41e-05,3.69e-05,0.000240699
"CACNA1E",5.92e-05,5.98e-07,0.000256693,1.02e-06,1.2e-06
"CACNA1F",1.35e-05,1.55e-05,5.42e-05,8.42e-05,5.03e-05
"CACNA1G",0.00103264,0.001217679,0.000638232,9.92e-05,0.000470276
"CACNA1H",8.22e-05,4.77e-05,0.001935926,0.00034571,4.34e-06
"CACNA1I",0.000473855,4.99e-07,1.5e-06,1.21e-05,0
"CACNA1S",4.56e-05,3.43e-05,7.5e-05,2.2e-05,0
"CACNA2D1",0.001260049,0.001306323,0.003162348,0.00012368,0.000114908
"CACNA2D2",9.38e-07,0,0.000112017,8.04e-06,0.00011824
"CACNB2",2.15e-06,7.26e-06,1.45e-05,5.11e-06,0
"CACNG1",0,0,0,0,0
"CACNG2",6.69e-07,7.3e-06,5.48e-06,0,0
"CACNG4",0.004264983,0.000387442,0.000601709,0.000235672,2.94e-06
"CACNG5",1e-06,0,0,0,0
"CACNG6",3.57e-07,5.22e-06,1.53e-06,2.09e-07,0
"CACNG7",0.000134937,0.00014532,5.65e-05,7.46e-05,7.27e-05
"CACNG8",2.84e-06,4.59e-06,4.59e-06,0.000139813,0
"CADM1",0.001771674,1.71e-05,0.000641931,7.6e-05,1.73e-05
"CADM2",2.25e-06,5.21e-06,6.37e-06,0,5.79e-07
"CADM3",4.24e-06,3.61e-06,2e-06,1.09e-06,2e-06
"CADM4",0.001279304,0.000396881,0.000619848,0.000684265,0.001641035
"CALCR",0.000513687,0,0.000927692,0,1.86e-05
"CALCRL",1.14e-05,0.000116444,0.00016011,0.000461252,9.7e-05
"CALHM1",6.26e-05,3.21e-05,9.64e-05,2.74e-05,0
"CALHM2",0.009922662,0.0037949,0.005809145,0.01169206,0.000350298
"CALN1",0,4.04e-06,0,0,0
"CALR",0.0708921,0.02371885,0.009711172,0.017684571,0.010813853
"CALY",1.87e-05,2.01e-06,0.000198723,0,0
"CAMK2A",5.03e-06,1.93e-05,1.07e-05,0.000126553,0
"CAMK2B",0.000216257,6.19e-05,0.000208868,0.000666329,5.42e-05
"CAMK2D",0.004866033,0.002073608,0.001889073,0.001877285,0.000650358
"CAMK2G",0.002748476,0.003950958,0.002455317,0.007406475,0.000738376
"CANT1",0.009108683,0.006259878,0.002890316,0.005211912,0.001195068
"CAP2",0.004588245,0.00607843,0.017207303,0.005707005,0.004267159
"CAPNS1",0.155418474,0.24574354,0.073075396,0.144656368,0.026414591
"CASR",9.74e-06,5.35e-06,8.02e-06,0,0
"CATSPERD",1.52e-05,0,0,6e-05,0
"CAV1",0.062586189,0.253326138,0.029941426,0.276391538,0.000716048
"CAV2",0.003307003,0.004106907,0.001227866,0.002329866,3.52e-06
"CAV3",2.3e-05,1.96e-05,5.88e-05,0,0
"CBLN1",3.46e-06,0,0,4.05e-06,0
"CCKAR",0,0,0,0,0
"CCKBR",0,0,0,0,0
"CCNY",0.051235703,0.029700591,0.012395356,0.015019822,0.002818952
"CCR1",0.000991646,0.000573075,0.000214903,3.66e-05,7.16e-05
"CCR10",0.000533091,4.12e-06,4.95e-05,0,1.65e-05
"CCR2",3.2e-05,1.68e-05,1.14e-05,2.38e-06,0
"CCR3",3.11e-05,7.98e-06,3.99e-06,2.72e-05,0
"CCR4",4.36e-05,0,0.00010201,0,0
"CCR5",0.000314052,0.000400594,0.000190193,9.55e-05,1.19e-05
"CCR6",0,0,0,0,4.05e-07
"CCR7",1.14e-05,5.93e-06,2.07e-05,2.44e-05,0
"CCR8",0,0,0,0,0
"CCR9",8.29e-06,1.4e-05,0,0,1.4e-05
"CCRL2",4.76e-05,0.000375523,5.8e-05,1.27e-05,5.12e-05
"CD101",1.49e-05,1.16e-05,4.63e-06,7.26e-05,3.47e-06
"CD109",0.012845194,0.056749224,0.006992465,0.019285949,0.000142699
"CD14",8.83e-06,1.79e-06,7.74e-06,3.26e-05,0.000224575
"CD151",0.003881026,0.004084022,0.003351206,0.002393558,0.002337993
"CD160",0,0,0,1.32e-05,0
"CD163",0,6.41e-06,2.75e-06,0,0
"CD163L1",0.0001419,0.001402758,0.000284104,0.000765464,1.33e-05
"CD164",0.224942893,0.226802362,0.122108026,0.089224739,0.077144359
"CD164L2",1.27e-05,2.1e-06,8.66e-07,1.47e-06,9.89e-07
"CD177",9.79e-07,0,0,2.98e-05,2.53e-05
"CD180",6.73e-06,0,0,0,0
"CD19",0,0,1.43e-06,4.2e-07,0
"CD1A",9.26e-06,0,0,0,0
"CD1D",2.55e-06,0,0,4.46e-06,0
"CD1E",0,0,0,0,0
"CD2",0,0,0,0,0
"CD200",0,8.59e-06,0,1.8e-05,1.72e-05
"CD200R1",0,7.35e-06,5.88e-06,0,0
"CD200R1L",0,0,0,0,0
"CD207",0,7.27e-06,1.45e-05,0,0
"CD22",1.73e-05,0.00020821,2.11e-05,1.9e-05,0
"CD226",4.1e-06,4.22e-07,1.69e-06,1.45e-06,2.53e-06
"CD24",0.001275307,0.000125437,0.000774767,0.006985065,0
"CD244",0,0,0,3.41e-05,1.51e-06
"CD247",0,0,7.92e-06,2.72e-06,9.9e-06
"CD248",5e-06,0,7.03e-05,0,0
"CD27",2.13e-06,0,0,0,0
"CD274",0.034187971,0.038478576,0.016614995,0.001426616,0.002281753
"CD276",0.004354137,0.003508697,0.001635402,0.001908611,0.00043247
"CD28",2.49e-07,0,0,0,0
"CD300A",0,0,4.15e-07,0,0
"CD300C",0,0,5.84e-05,6.7e-05,0
"CD300LB",0,0,0,0,0
"CD300LD",0,0,1.65e-06,0,0
"CD300LF",0,0,0,0,0
"CD300LG",0,0,9.26e-05,5.12e-05,0
"CD302",0.00268666,0.006942512,0.006333491,0.00031118,0.005732424
"CD320",0.001441542,0.000339736,0.000231651,0.000703257,0.000466642
"CD33",1.34e-06,3.66e-06,7.33e-05,3.07e-06,0
"CD34",0.000438512,0.000157187,0.000160045,0.000109264,0.000102886
"CD36",0,0,1.72e-05,0.000342592,4.3e-06
"CD37",0.000124933,8.08e-05,2.53e-05,1.29e-05,5.05e-06
