"","s161_P3_258","s217_P2_360","s220_P3_264","s243_P2_408","s259_P1_379","s282_P2_631","s284_P2_534","s295_P2_794","s306_P2_685","s364_P2_972","s732_P2_199"
"ASPH",55.82739641,0.907180782,76.08996329,5.069703361,8.554312273,17.37526183,19.72566757,19.86893094,25.05192466,46.59015333,12.82880323
"ASTN1",0,0.00139331,0,0,0.000666565,0.051552475,0,0.006324363,0.000666565,0,0
"ASTN2",0.032741856,0.026489116,0.030403152,0.011921429,0.040414827,0.037356446,0.130968594,0.075502384,0.023918979,0.01732064,0.023842858
"ATP10A",7.11e-05,0.000111845,0.000118311,0.000174662,3.32e-06,9.2e-06,3.11e-05,0,0.000276738,0.000579421,4.83e-06
"ATP10D",0.00104477,0.000250609,0.002063739,0.000651388,0.003033654,0.002495653,0.00052883,9.62e-05,0.004393661,0.000231423,0.000377575
"ATP11A",0.020731291,0.003436376,0.008607086,0.007972463,0.001672197,0.003620168,0.017301163,0.007131747,0.001922324,0.002648204,0.005874404
"ATP11C",0.005153697,0.001032848,0.002898221,0.000890517,0.001928267,0.00757425,0.001189623,0.000814283,0.000196844,0.005081786,0.000239087
"ATP12A",0.000132641,7.53e-05,0,3.62e-06,0.000399707,2.75e-06,1.18e-06,0,2.09e-06,1.67e-06,1.17e-05
"ATP13A1",0.002269561,0.00117576,0.001815344,0.000797914,0.000505587,0.004196625,0.002110784,0.001050941,0.000488863,0.00085358,0.000396315
"ATP13A2",0.001147603,0.001050036,0.001102545,0.00085618,0.00099807,0.001386208,0.000873164,0.001758361,0.002156624,0.001712765,0.001122138
"ATP13A3",0.00617711,0.004489348,0.00859736,0.004551887,0.006597445,0.018109197,0.006665933,0.007440961,0.007922996,0.01034716,0.007944311
"ATP1A1",0.006693855,0.018292326,0.004765129,0.003123139,0.020758063,0.015665617,0.002572115,0.009330442,0.010570669,0.009957262,0.004606129
"ATP1A2",0.000519428,0.001524704,0.000865713,0.036823176,0.012614183,0.002075407,0.002077712,0.003277946,0.001110941,0.002900791,0.000347603
"ATP1A3",0.000596742,0.001196368,0.003357689,0.012406209,0.001406648,0.000612095,0.000161282,0.00124736,0.001717419,0.002780583,0.000741674
"ATP1A4",2.31e-06,5.93e-06,1.92e-06,4.29e-05,2.43e-05,3.71e-06,5.38e-06,3.8e-06,0,1.47e-05,1.9e-06
"ATP1B1",0.00113849,0.002724815,0.001594315,0.013210097,0.006438818,0.001712616,0.004328956,0.002745165,0.003600106,0.00219572,0.016962931
"ATP1B2",7.23e-05,5.88e-05,2.26e-05,0.000112347,8.22e-05,1.6e-05,0.00011745,9.75e-05,4.57e-06,0.000123275,6.57e-05
"ATP1B3",0.000114146,5.99e-05,6.68e-05,4.07e-05,0.000175083,0.000394435,0.000111423,0.000299006,8.44e-05,0.000219271,6.92e-05
"ATP1B4",0,0,0,4.82e-07,0,0,0,4.82e-07,0,0,0
"ATP2B1",3.326865922,1.503926089,1.400051286,3.246939282,2.818272554,4.190927723,6.364444463,1.257609739,4.130193487,5.102332386,2.129422096
"ATP2B2",0,0.002219542,0.001859141,0.000954776,0.003661054,0.002219542,0,0,0,0.000813568,0
"ATP2B3",0,0.001203002,0,0,0.041018499,0.019248027,0,0,0.008972797,0.002563656,0
"ATP2B4",0.671638095,0.897603323,1.936604052,0.501447169,1.174128486,4.579924876,0.89873595,0.912764878,2.673673278,4.344238528,0.706357171
"ATP2C2",0.250839932,0.665088978,0.920345647,1.138242428,0.492006448,1.162303859,0.102774695,0.945459747,0,0.075922441,0.552434647
"ATP4A",0,0,0,0,0,0.000641651,0,0,0,0.001532073,0
"ATP4B",0,0,0,0,0,0,0,0,0,0,0.000874659
"ATP6V0A1",1.451635713,0.713166379,1.587991492,1.81574969,1.722843733,2.13131521,1.810145474,1.825753067,1.431288417,1.808599332,0.934018924
"ATP6V0A2",0.255166496,0.086049851,0.186979254,0.198582982,0.265044204,0.375178403,0.160778721,0.652488604,0.190100498,0.767786689,0.348430758
"ATP6V0A4",0,0.428271602,0,0.002052179,0.126527183,0.043344709,0.022959803,0.418172582,0,0.001105041,0.022060928
"ATP7A",1.660055196,0.149451068,0.671029956,0.260936007,0.277410678,0.329034002,0.317752896,1.023063656,0.5787111,0.283586797,0.284422638
"ATP7B",0.005294261,0.036919345,0.018151753,0.159805568,0.121279358,0.725860034,0.128574916,0.015040436,0.09998967,0.003870618,0.102462967
"ATP8A1",0.107586765,0.237763269,0.113299337,0.036954487,0.07818254,0.157597722,0.452245252,0.435138626,0.002357263,0.287195506,0.295173967
"ATP8A2",0.000452805,0.233691178,0.004980859,0.007016112,0.015365397,0.028592803,0.000452805,0,0,0,0.470079507
"ATP8B1",1.161375242,0.201725902,0.891383837,0.869215835,0.946551755,0.677643649,1.401482102,0.285710184,0.24691182,0.461020274,0.634114333
"ATP8B2",0.049252304,0.129449559,0.203986625,0.567993674,0.163027861,0.869411224,0.067311482,0.931328912,0.041403901,0.520683557,0.284216519
"ATP8B3",0.020260811,0.000603732,0.165832346,0.012358815,0.008420201,0.000603732,0.012756334,0.031411987,0.072097975,0.023681817,0.004634556
"ATP8B4",0,0.003046705,0,0.005028827,0.006558999,0.016756877,0.002956359,0.002514413,0,0.032794996,0
"ATRAID",0.980982663,2.047268872,0.849312704,0.456243613,1.647665368,2.359930704,1.313540921,2.125813142,1.290969695,2.73093968,0.818254433
"ATRN",3.890606725,4.259002042,9.498281883,2.661261273,14.43529301,9.234578976,8.612222448,2.075085697,11.61840918,5.607309375,7.541167696
"AVPR1A",0,1.76e-06,0,2.01e-06,0,0.000219469,4.79e-06,0.000186567,0,0,7.82e-05
"AVPR1B",0,0,0,0,0,3.26e-05,0,0,0,0,0
"AVPR2",0,7.73e-05,0.000608274,0,0,1.29e-05,0,0,0.000101038,5.61e-05,0
"AXL",4.95492021,0.835171413,5.482983155,1.217058757,5.571661504,1.297102505,0.397591609,0.426334954,48.51874054,9.001725614,0.490103003
"B2M",0.053509161,0.011052116,0.053002378,0.057721494,0.052638888,0.043081128,0.00915812,0.2689659,0.012174851,0.194773902,0.027677375
"B3GNT3",0.001315359,0.00026382,0.000899208,0.000704047,0.001037911,0.000879399,0.000938204,0.000481067,0.000143141,0.000619372,6.17e-05
"B4GALT1",0.130294056,0.049226625,0.121616785,0.142171831,0.069391545,0.204528858,0.263738396,0.138298008,0.068050618,0.208069793,0.070037814
"B4GALT5",0.000954262,0.002621854,0.001749596,0.000268088,0.002452188,0.022855589,0.001248499,0.000752851,0.000595468,0.001906226,0.000550342
"BACE1",0.001454081,0.002253195,0.001353964,0.002964349,0.003827115,0.004453508,0.000371863,0.002018164,0.016010644,0.003154141,0.004249624
"BACE2",0.007323786,0.000298388,0.006819795,0.005837776,0.020784786,0.017562166,0.058100747,0.01151913,0.036558989,0.005168371,0.000229279
"BAMBI",0.000229638,0.000401222,7.18e-05,0.012288103,0.000968983,0.015816608,0.064318695,0.003127881,2.45e-05,0.000208515,0.000119157
"BASP1",0.001172269,0.006194077,0.004412252,0.006372869,0.020046826,0.009684661,0.014150877,0.005560047,0.01321268,0.005528064,0.00987492
"BBS1",0.002585388,0.00150391,0.010837995,0.001638379,0.002526981,0.004530293,0.001382271,0.002712496,0.00825385,0.004679784,0.003122832
"BBS2",0.003603738,0.002771773,0.006254192,0.003508166,0.002931977,0.003904996,0.003472599,0.005007507,0.003982842,0.001618329,0.002539534
"BBS9",0.000538806,0.000563521,0.000322089,0.000209834,0.000378568,0.001300833,1.79e-05,0.000164869,0.001685238,0.000152929,0.000509602
"BCAM",0.000229282,0.008642763,0.000416976,0.00022933,0.005806414,0.007835005,0.0003168,0.003204709,0.000591596,0.000425506,0.001419121
"BCAP31",0.005490137,0.009679055,0.005333834,0.00293827,0.01256461,0.007736171,0.008900846,0.012182314,0.01195186,0.008807699,0.005111646
"BDKRB1",8.8e-06,7.67e-06,5.93e-05,2.19e-05,0.000122417,9.12e-05,0.000246094,0,0,0,0
"BDKRB2",4.13e-06,4.94e-05,0.001763751,9.42e-05,0.00080585,0.001447639,0.024143174,0,0,0,0
"BEST1",2.55e-05,1.48e-05,9.75e-06,7.05e-05,1.63e-05,1.53e-05,2.6e-05,6.86e-05,4.29e-06,1.2e-05,4.67e-05
"BEST2",0,0,0,0,0,6.26e-06,0,0,0,9.13e-06,0
"BEST3",1.01e-05,0,2.52e-05,5.26e-05,6.63e-05,4.34e-06,3.02e-05,0,0,5.1e-06,1.05e-05
"BEST4",5.73e-05,0.000154725,0.00036702,0.000151119,0.000243911,0.000707315,0.00019498,0.000179454,0.00021139,0.000130086,7.56e-05
"BFSP1",3.92e-06,5.72e-05,6.86e-06,7.5e-06,3.73e-05,0.000102274,0.000265905,2.39e-05,2.74e-05,1.38e-05,3.55e-05
"BLK",3.79e-07,7.48e-08,5.31e-06,0,0,0,0,5.93e-08,0,0,0
"BLNK",0,1.61e-05,3.4e-07,3.92e-05,3.1e-05,0.000170311,2.89e-05,6.14e-05,0,0,1.64e-05
"BMPR1A",0.000168958,0.000154154,0.000222132,5.88e-05,6.52e-05,0.000798165,0.000200212,0.000139124,4.14e-05,0.000111387,0.000120682
"BMPR1B",0.000192754,8.37e-05,3.11e-05,0.001026532,0.001697932,0.000603374,0.002266408,0.001070892,0.001236537,0.001064283,0.001044733
"BMPR2",0.007364504,0.005575695,0.015028014,0.00811556,0.011377711,0.026941113,0.005445748,0.005497272,0.023836265,0.014466544,0.00673078
"BMX",1.47e-06,2.11e-05,9.81e-07,2.65e-05,2.38e-05,0.000392668,6.38e-06,6.19e-06,0.000325964,5.6e-06,6.19e-06
"BOC",7.7e-06,7.18e-06,7e-06,2.17e-05,2.7e-05,9.21e-05,4.2e-06,3.52e-06,2.41e-06,9.94e-06,5.86e-06
"BRICD5",3.23e-05,0.000730248,0.000169366,0.000205068,0.000309351,0.00292048,0.000233886,0.000573832,5.62e-05,0.00019686,5.84e-05
"BRS3",0,0,0,0,0,2.57e-06,0,0,0,0,0
"BSG",0.005468433,0.006493907,0.003643484,0.001483486,0.007040931,0.016560093,0.012193066,0.003810938,0.020534033,0.013911555,0.003372057
"BST1",2.54e-05,7.47e-05,6.79e-05,1.16e-05,0.000329541,0.000124247,0.000144204,6.94e-05,2.91e-05,0.00023261,0.000312415
"BST2",0.055862366,0.000812218,0.060735322,0.000363349,0.003788562,0.007644501,8.21e-05,0.110753838,0,0.028771723,0.000979942
"BTC",0.000285959,3.45e-05,0.00021541,0.000123997,3.58e-05,0.000176742,3.95e-05,1.27e-05,2.83e-05,0.000330467,0.000465785
"BTLA",0,0,0,0,0,1.92e-06,0,0,0,0,0
"BTN1A1",0,5.73e-06,0,0,0,2.29e-06,0,0,0,0,0
"BTN2A1",0.001377631,0.000555071,0.003207817,0.000279628,0.00045512,0.002061076,0.000899017,0.000756215,0.001114357,0.002138072,0.00083149
"BTN2A2",0.003104488,0.002326806,0.003784706,0.000461605,0.000663606,0.017316699,5.79e-05,0.002597291,0.001220187,0.00322771,0.001415582
"BTN2A3P",0.000263668,0.000163899,0.000462583,4.09e-05,6.85e-05,0.000744267,1.39e-05,0.000138336,0.000208819,0.000215341,0.000119475
"BTN3A1",8.62e-05,5.4e-05,0.000196106,1.32e-05,2.22e-05,0.000269013,4.18e-05,9.24e-05,2.91e-05,4.78e-05,1.46e-05
"BTN3A2",0.000151382,0.00010051,0.00067994,8.03e-05,4.98e-05,0.000655143,0.00014057,0.000382254,0.000267526,0.001117662,1.92e-05
"BTN3A3",0.000905463,0.000637657,0.002142358,0.000183327,0.000595262,0.002275623,2.18e-05,0.001440601,0.000331545,0.001634485,0.000105977
"BTNL3",0,1.15e-06,0,0,5.9e-06,0,0,0,0,0,0
"BTNL8",0,1.08e-06,0,0,0,2.17e-06,0,0,0,0,0
"BTNL9",0,2.47e-06,4.23e-07,0,0,9.88e-06,8.45e-07,0,0,0,3.6e-07
"BVES",0,8.92e-05,0,0.00031812,0.000698602,0.000892435,0.000204761,0,4.37e-05,0.004409923,0
"C11orf24",0.002597422,0.001860638,0.005369542,0.000921146,0.00166344,0.001131615,0.003121503,0.002644789,0.001433593,0.002681016,0.001246891
"C11orf87",0,0,0,0,1.09e-06,1.53e-06,0,0,0.000342198,0,0
"C17orf78",0,0,0,0,0,0,1.81e-06,8.48e-07,0,9.13e-07,0
"C19orf18",0,8.5e-05,0.000225061,8.94e-05,0.000136717,0.000242028,0,7.94e-05,9.11e-05,0.000102537,0.000337658
"C1orf159",2.62e-05,2.41e-05,2.39e-05,2.49e-05,3.28e-05,5.56e-05,1.6e-05,0.000118695,3.78e-05,7.73e-05,6.11e-05
"C1orf162",4.01e-07,1.26e-06,5.34e-07,3.76e-07,1.22e-06,1.58e-07,5.34e-07,3.13e-07,1.35e-07,7.43e-07,5.02e-07
"C1orf210",7.83e-05,0.000261219,6.05e-05,4.25e-05,2.5e-05,0.000156081,7.55e-05,0.00017446,3.21e-06,9.85e-05,0.000145977
"C1QBP",0.002460118,0.000609263,0.002371465,0.00047396,0.000499487,0.001292824,0.003610901,0.000592242,0.000621897,0.001450103,0.000818055
"C1QTNF1",1.25e-05,2.29e-06,6.23e-06,1.87e-05,3.68e-05,9.34e-06,9.19e-06,9.14e-06,1.39e-05,7.64e-06,2.45e-06
"C3AR1",1.5e-05,1.8e-05,1.5e-05,4.1e-05,2.62e-05,1.2e-05,0,2.05e-05,0,6.29e-05,0
"C5AR1",1.1e-05,4.69e-06,1.65e-05,5.1e-05,2.83e-05,1.17e-05,3.29e-05,0.000282755,2.18e-06,4.35e-06,3.24e-05
"C5AR2",6.74e-05,1.63e-05,9.77e-06,8.52e-05,2.37e-05,2.2e-05,0.000399745,0.000218643,7.66e-05,6.97e-06,2.69e-05
"C6orf89",0.002228695,0.001317938,0.003651201,0.001448024,0.002256701,0.004755899,0.001375696,0.00572603,0.003918652,0.004312025,0.007879927
"CA12",7.37e-06,0.001192942,0.003640361,0.001219753,0.015661011,0.006582482,0.109098402,0.000315558,0.000104476,0.001128345,0.002858439
"CA14",0,0,5.35e-07,5.02e-07,3.38e-08,3.96e-07,0,1.88e-07,3.38e-08,7.43e-07,2.82e-07
"CA4",0,0,0,0,0,1.15e-06,0,0,0,0,0
"CA9",0.000103713,0.000606539,0.000904303,0.00018961,0.000176423,0.000332837,0.000482236,2.13e-06,0.003442852,0.000262834,0
"CACHD1",1.72e-05,0.000307619,2.63e-05,0.000197406,0.000735313,0.002089853,4.01e-05,9.87e-06,6.93e-05,7.66e-05,0.000186302
"CACNA1A",3.1e-05,5.14e-05,3.1e-05,0.00015147,7.6e-05,3.12e-05,2.32e-05,0.000298955,1.22e-05,0.000713035,2.66e-05
"CACNA1B",2.1e-06,1.73e-05,0,1.79e-06,6.22e-06,6.5e-05,2.1e-06,0,0,2.49e-05,3.58e-06
"CACNA1C",2.24e-05,1.2e-05,2.55e-05,3.08e-05,3.07e-05,1.3e-05,0.000404841,7.17e-06,4.03e-06,3.53e-05,8.66e-06
"CACNA1D",3.81e-05,0.001588259,3.81e-05,0.000351265,0.000393504,0.000746232,0.000891575,0.000761461,1.08e-05,0.000210952,5.07e-05
"CACNA1E",1.02e-06,1.2e-05,0,2.36e-06,1.23e-05,0,0,0,0,4.69e-05,5.9e-07
"CACNA1F",2.63e-06,3.1e-05,2.1e-05,5.46e-06,6.75e-06,1.94e-05,2.63e-06,6.55e-05,4.05e-05,6.75e-06,1.37e-05
"CACNA1G",0.000500279,0.000806196,0.000340707,0.000867274,0.000491261,0.00095734,0.000280329,0.000363816,0.00028072,0.002115428,0.000231523
"CACNA1H",4.43e-06,0.000385985,2.66e-05,0.008113012,0.000107434,1.3e-05,0.001529101,2.54e-05,2.53e-05,4.42e-05,5.08e-06
"CACNA1I",0,9.48e-06,4.05e-06,0.000120875,3.52e-06,5.29e-05,2.31e-06,0.000224828,0,3.23e-05,1.21e-06
"CACNA1S",1.69e-06,0,1.69e-06,0.000352691,2.4e-06,3.26e-06,1.86e-05,2.23e-05,1.68e-05,0,0
"CACNA2D1",0.000175214,0.000296348,0.000159754,0.002685296,0.001860663,0.00022981,0.000278281,0.00039367,0.005652611,0.006512279,0.000520188
"CACNA2D2",6.19e-07,0.000284802,0,1.16e-06,5e-06,0.000221529,0,0.000267082,3.13e-07,0,0.000174184
"CACNB2",1.7e-06,7.62e-05,0,5.5e-06,5.15e-05,0,2.55e-05,0,0,2.15e-06,1.83e-06
"CACNG1",0,0,3.06e-06,0,0,0,0,0,0,0,0
"CACNG2",0,0,0,0,0,0,0,0,0,3.35e-07,0
"CACNG4",2.82e-05,0.000792498,0.000264168,1.03e-05,0.000299919,0.000457886,1.21e-05,3.91e-05,4.72e-06,7.08e-06,0.000207912
"CACNG5",0,0,0,0,3.01e-06,0,0,0,0,0,0
"CACNG6",0,0,0,0,0,0,0,0,2.32e-06,0,0
"CACNG7",6.22e-05,0.000161466,9.95e-05,7.77e-05,0.000221682,0.000113027,6.22e-05,4.24e-05,0.000684324,0.000481928,9.54e-05
"CACNG8",1.79e-06,1.53e-06,0,1.82e-05,2.84e-06,1.53e-06,0,0,7.18e-05,2.13e-06,0
"CADM1",7.22e-05,0.000663212,4.44e-05,0.000346821,4.28e-05,0.00029911,2.14e-05,5.74e-05,2.3e-06,3.34e-05,0.000669412
"CADM2",3.63e-06,8.69e-07,6.05e-07,5.88e-07,1.25e-06,0,0,5.88e-07,5.3e-05,8.49e-06,8.81e-07
"CADM3",2.19e-06,6.01e-06,0,7.33e-06,2.73e-05,4.01e-07,6.56e-06,1.1e-05,4.71e-07,4.24e-06,4.58e-06
"CADM4",0.000315976,0.002309935,0.000657062,0.000664801,0.001775814,0.012591463,0.000458269,0.001631579,0.000102908,0.001203226,0.001300305
"CALCR",0.000113769,0,0,0,0.000135181,0.000259754,0.001497952,0.003023619,0,0.000648868,0.0004133
"CALCRL",3.94e-05,2.43e-05,4.5e-05,0.000211642,0.000302345,0.000140703,1.13e-05,7.05e-05,0.002116417,0.000119797,3.53e-05
"CALHM1",0,0,0,0,0,0.000192767,0,0,0,0.000250238,0
"CALHM2",0.000937342,0.000642214,0.007400069,0.0015279,0.001047112,0.011005209,0.000740007,0.00206035,0.005061018,0.004063768,0.00113435
"CALN1",0,0,0,0,4.44e-06,0,0,0,1.48e-06,0,0
"CALR",0.016668513,0.01558152,0.036293541,0.020511621,0.024557013,0.061956153,0.019925626,0.064892626,0.029033554,0.056459087,0.035149095
"CALY",0,0,4.09e-06,0,0,1.81e-05,4.09e-06,0,0,0,0
"CAMK2A",2.48e-06,1.07e-05,0,3.11e-05,1.01e-05,4.28e-06,7.44e-06,1.56e-05,7.55e-06,7.55e-06,0
"CAMK2B",1.61e-05,3.87e-05,5.62e-05,0.000667728,0.001217868,0.03389852,4.01e-05,5.95e-05,0.001821099,2.28e-05,0
"CAMK2D",0.00111966,0.000769314,0.000977384,0.002497426,0.001006003,0.001146358,0.000262658,0.006863258,0.001780371,0.003124623,0.002996912
"CAMK2G",0.005024501,0.002767829,0.005124228,0.00234224,0.001733268,0.004456179,0.003725321,0.004028173,0.000855573,0.004496012,0.002415865
"CANT1",0.006343716,0.000700723,0.004613948,0.005904677,0.003125442,0.006187742,0.003555698,0.013177987,0.003820836,0.005171717,0.007412025
"CAP2",0.003579816,0.003438286,0.003476053,0.000876437,0.002464584,0.016516084,0.00368363,0.002020698,0.00542727,0.008180233,0.004406529
"CAPNS1",0.096489977,0.060034585,0.081126059,0.076421347,0.176921596,0.105485957,0.082311291,0.097568456,0.130076394,0.321759109,0.082243267
"CASR",0,0,0,0,0.000146103,7.49e-05,0,0,0,0,0
"CATSPERD",0,0,3e-05,0,0,0,0,4.22e-05,0,0,0
"CAV1",0.276642187,0.016283448,0.308366611,0.006185977,0.02830776,0.002585729,0.078939785,0.020548201,0.168640664,0.155946731,0.004910469
"CAV2",0.004956496,0.000779813,0.006889575,0.000327025,0.002203009,0.000359358,0.001798731,0.003429832,0.00473847,0.005421091,0.000645137
"CAV3",2.67e-05,1.96e-05,8.02e-05,0.00046995,4.6e-05,0,0.000106867,4.48e-05,1.15e-05,0.000126419,2.24e-05
"CBLN1",0,0.000357168,8.09e-06,0,0,0,2.43e-05,2.94e-05,0,6.92e-05,1.68e-05
"CCKAR",0,0,0,0,0,0,0,0,0,0,0.00021829
"CCKBR",0,0,0,0,0,5.85e-05,0,0,0,0,0
"CCNY",0.008958999,0.005764211,0.010568241,0.003849582,0.011040558,0.015871439,0.006552965,0.012641517,0.010673734,0.022909453,0.012743322
"CCR1",0.000988308,0.000107452,0.000988308,0.001049808,0.001200413,0.000680527,0.000109812,4.2e-05,0,0.000260959,0.000167969
"CCR10",1.43e-05,2.06e-05,0.000133803,3e-05,0,2.47e-05,4.78e-06,5.99e-05,9.69e-06,0.000300469,0
"CCR2",4.16e-06,6.3e-06,2.97e-06,1.22e-05,2.44e-05,6.22e-06,4.16e-06,7.34e-06,8.42e-07,7.03e-05,5.87e-06
"CCR3",1.02e-05,0,1.02e-05,0,3.89e-05,1.2e-05,2.04e-05,0,7.77e-06,0,2.78e-05
"CCR4",0,5.1e-05,0,0,0,0.000280526,0,0,0,6.53e-05,0.000667404
"CCR5",8.18e-05,0.000142645,4.09e-05,0.000305085,0.000232631,8.48e-05,5.45e-05,0.000135593,4.65e-05,0.000808415,0.000152543
"CCR6",0,0,0,0,0,0,1.43e-06,0,2.83e-07,0,0
"CCR7",4.88e-06,8.89e-06,0.000790848,3.36e-05,1.43e-05,2.96e-06,4.88e-06,2.52e-05,0,2.28e-05,2.52e-05
"CCR8",0,0,0,0,0,0,0,0,0,0,0
"CCR9",1.31e-05,2.8e-05,0,2.12e-05,0,1.4e-05,0,0,0,4.14e-05,7.08e-06
"CCRL2",0.000882231,0.000102378,0.000237524,0.000218308,4.16e-05,0.000122854,0,0.000125163,0.000371839,0.000152409,5.82e-06
"CD101",2.53e-05,1.04e-05,0,9.79e-05,3.4e-05,4.63e-05,3.79e-05,6.61e-05,0,4.08e-06,1.32e-05
"CD109",0.007407411,0.000123672,0.060108782,0.004453804,0.009152964,0.007753297,0.000741043,0.015333882,0.074892148,0.009400646,0.00010096
"CD14",7.4e-07,1.43e-05,7.4e-07,4.57e-06,0.000287147,7.15e-06,2.74e-05,6.45e-05,2.6e-06,3.63e-06,4.06e-06
"CD151",0.002861416,0.00913057,0.002544614,0.001383327,0.002879651,0.005754298,0.001791814,0.000948157,0.00452012,0.001796209,0.001286507
"CD160",0,2.56e-06,0,0,9.31e-06,0,0,0,3.1e-06,3.73e-05,0
"CD163",6.13e-06,0,1.53e-06,0,0,3.66e-06,0,1.57e-06,0,0,0
"CD163L1",0.001620652,4e-05,1.91e-05,0,0.000709499,8.88e-06,3.35e-05,3.36e-05,0,0.00011352,0
"CD164",0.068068137,0.183390794,0.188145492,0.054060469,0.175191895,0.322269618,0.098192471,0.215457462,0.153979303,0.178582789,0.188800296
"CD164L2",0,2.97e-06,3.79e-06,4.88e-07,1.02e-06,3.71e-07,4.21e-07,4.57e-05,1.53e-06,1.22e-05,1.59e-06
"CD177",0,5.23e-05,0,0,1.37e-05,0,9.16e-06,0,6.85e-06,0,0
"CD180",0,0,0,4.93e-06,2.69e-05,1.13e-05,0,2.47e-06,0.000100951,6.73e-06,0
"CD19",0,1.08e-06,0,0,0,0,0,5.68e-05,0,0,4.26e-06
"CD1A",6.49e-06,0.000120726,0,0,0,0,0,0,0,0,0
"CD1D",0,0,0,3.04e-06,0,0,0,0,0,0,0
"CD1E",0,0,0,0,0,4.7e-06,0,0,0,0,0
"CD2",0,0,0,0,0,0,0,0,0,0,0
"CD200",0,0,0,0,0,0.000206161,0,0,7.41e-06,7.41e-06,0
"CD200R1",0,2.94e-06,2.42e-06,0,6.94e-05,8.82e-06,6.05e-06,3.96e-05,2.83e-06,2.83e-06,1.04e-05
"CD200R1L",0,0,0,0,0,0,0,0,0,1.27e-05,0
"CD207",0,0,0,0,0,5.09e-05,0,0,0,0,0
"CD22",2.93e-06,0,2.93e-06,0.000113309,0.000151578,3.32e-05,0,2.49e-06,1.44e-06,1.44e-06,0
"CD226",7.26e-07,8.44e-07,3.63e-06,9.88e-07,9.22e-06,1.39e-05,7.26e-07,0,4.61e-06,1.02e-06,2.96e-06
"CD24",0.002791213,0.009185073,0.005537974,0.001569779,0.004018161,0.016583511,0.00210477,0.005304085,0.000929379,0.002119902,0.001362461
"CD244",3.09e-05,0,0.000428905,9.51e-06,9.64e-06,1.51e-06,0,0,2.57e-05,0.000491868,1.9e-06
"CD247",0,0,0,0,1.59e-06,7.92e-06,1.36e-06,1.67e-05,0,1.59e-05,2.78e-06
"CD248",2.06e-06,0.000257033,0,7.17e-06,0,9.46e-05,0,0.000179421,0,3.5e-05,2.39e-06
"CD27",0,3.67e-06,0,0,2.13e-06,3.67e-06,0,0,4.27e-06,2.13e-06,0
"CD274",0.028532317,0.000155071,0.006199294,0.004515119,0.001234212,0.003854612,0.0003372,0.002849347,0.011622159,0.060490563,0.001095903
"CD276",0.000863006,0.000564513,0.000911735,0.00073386,0.001341658,0.004485778,0.000957213,0.002040132,0.001326849,0.002411284,0.000952684
"CD28",4.91e-07,0,0,0,0,0,0,5.13e-07,4.98e-07,2.49e-07,0
"CD300A",0,4.98e-06,2.11e-06,6.59e-07,7.1e-07,2.91e-06,7.02e-07,3.29e-07,0,0,0
"CD300C",6.7e-05,0,0.000133902,8.32e-05,5.71e-05,0,0.000200852,0,0,0,0
"CD300LB",0,0,0,0,0,0,6.95e-07,0,0,0,1.2e-06
"CD300LD",0,0,0,0,0,0,0,0,0,0,0
"CD300LF",0,1.7e-05,7.16e-05,8.57e-06,0.000351211,0,0,0,0,0,0
"CD300LG",0,0,0,0,0,1.03e-05,0,0,0,0,0
"CD302",0.001038972,0.00700746,0.000577916,1.02e-05,0.000481252,0.002915211,1.8e-05,0.003732357,3.53e-05,0.00204265,0.003239523
"CD320",0.00074194,0.00035031,0.000530282,0.000247493,0.000128422,0.001144794,0.000844355,0.000960582,0.000650138,0.000887304,0.000768775
"CD33",0,0,0,0,0,0,6.14e-06,0,0,0,0
"CD34",0.00015851,0.000200058,6.46e-05,0.000475702,0.001017104,0.000132895,0.000126192,9.37e-05,6.39e-05,0.000520733,0.000254066
"CD36",1.18e-05,1.29e-05,0,6.04e-06,0.000526306,2.58e-05,0.001662757,0,1.73e-05,2.77e-05,0.000473864
"CD37",4.3e-06,5.56e-05,4.3e-06,0.000114556,0.000156167,2.02e-05,4.3e-06,6.97e-05,1.04e-05,0.000124933,2.99e-05
"CD38",0,0.006386954,2.47e-06,0,8.02e-05,9.45e-05,0.000562991,0,0,0.000202583,0.000366446
"CD3D",0,5.34e-05,0.00010968,0,0,0,1.37e-05,0.000373834,6.37e-05,3.19e-05,0
"CD3E",1.07e-05,1.46e-05,2.13e-06,3.6e-05,3.38e-06,1.46e-05,2.13e-06,8.28e-05,8.45e-06,0,0
"CD3G",0,5.82e-05,7.43e-06,0,0,0.000668747,7.43e-06,0,0,0,3.41e-05
"CD4",0,0,0.000387648,0,7.86e-05,0.001627236,0,0.004861763,0,0,0
