,tissueType,cellName,CellMarker,shortName,type
2390,Brain,Oligodendrocyte precursor cells,RNF5,Oligodendrocyte precursor,other
2391,Brain,Oligodendrocytes,OLIG1,Oligodendrocytes,other
2392,Brain,Oligodendrocytes,OLIG2,Oligodendrocytes,other
2393,Brain,Oligodendrocytes,OLIG3,Oligodendrocytes,other
2394,Brain,Oligodendrocytes,CLDN11,Oligodendrocytes,other
2395,Brain,Oligodendrocytes,MBP,Oligodendrocytes,other
2396,Brain,Oligodendrocytes,MOG,Oligodendrocytes,other
2397,Brain,Oligodendrocytes,MAG,Oligodendrocytes,other
2398,Brain,Oligodendrocytes,GALC,Oligodendrocytes,other
2399,Brain,Oligodendrocytes,CNP,Oligodendrocytes,other
2400,Brain,Oligodendrocytes,SOX10,Oligodendrocytes,other
2401,Brain,Oligodendrocytes,FA2H,Oligodendrocytes,other
2402,Brain,Oligodendrocytes,UGT8,Oligodendrocytes,other
2403,Brain,Radial glial cells,VIM,Radial glial,other
2404,Brain,Radial glial cells,NES,Radial glial,other
2405,Brain,Radial glial cells,PAX6,Radial glial,other
2406,Brain,Radial glial cells,HES1,Radial glial,other
2407,Brain,Radial glial cells,HES5,Radial glial,other
2408,Brain,Radial glial cells,GFAP,Radial glial,other
2409,Brain,Radial glial cells,SLC1A3,Radial glial,other
2410,Brain,Radial glial cells,FABP7,Radial glial,other
2411,Brain,Radial glial cells,TNC,Radial glial,other
2412,Brain,Radial glial cells,CDH2,Radial glial,other
2413,Brain,Radial glial cells,SOX2,Radial glial,other
2414,Brain,Schwann precursor cells,SOX10,Schwann precursor,other
2415,Brain,Schwann precursor cells,GAP43,Schwann precursor,other
2416,Brain,Schwann precursor cells,FABP7,Schwann precursor,other
2417,Brain,Schwann precursor cells,MPZ,Schwann precursor,other
2418,Brain,Schwann precursor cells,DHH,Schwann precursor,other
2419,Brain,Schwann precursor cells,NGFR,Schwann precursor,other
2420,Brain,Serotonergic neurons,TPH1,Serotonergic neurons,other
2421,Brain,Serotonergic neurons,SLC6A4,Serotonergic neurons,other
2422,Brain,Serotonergic neurons,FEV,Serotonergic neurons,other
2423,Brain,Serotonergic neurons,HTR1A,Serotonergic neurons,other
2424,Brain,Serotonergic neurons,HTR1B,Serotonergic neurons,other
2425,Brain,Tanycytes,GPR50,Tanycytes,other
2426,Brain,Tanycytes,COL23A1,Tanycytes,other
2427,Lung,Airway epithelial cells,ADH7,Airway epithelial,other
2428,Lung,Airway epithelial cells,AQP1,Airway epithelial,other
2429,Lung,Airway epithelial cells,CDH1,Airway epithelial,other
2430,Lung,Airway epithelial cells,SEC14L3,Airway epithelial,other
2431,Lung,Airway goblet cells,AGR2,Airway goblet,other
2432,Lung,Airway goblet cells,AQP5,Airway goblet,other
2433,Lung,Airway goblet cells,CEACAM1,Airway goblet,other
2434,Lung,Airway goblet cells,DMBT1,Airway goblet,other
2435,Lung,Airway goblet cells,DUSP4,Airway goblet,other
2436,Lung,Airway goblet cells,FXYD3,Airway goblet,other
2437,Lung,Airway goblet cells,GALNT5,Airway goblet,other
2438,Lung,Airway goblet cells,GALNT6,Airway goblet,other
2439,Lung,Airway goblet cells,GGH,Airway goblet,other
2440,Lung,Airway goblet cells,GOLPH3,Airway goblet,other
2441,Lung,Airway goblet cells,GP2,Airway goblet,other
2442,Lung,Airway goblet cells,IL19,Airway goblet,other
2443,Lung,Airway goblet cells,LIPF,Airway goblet,other
2444,Lung,Airway goblet cells,LTF,Airway goblet,other
2445,Lung,Airway goblet cells,LYNX1,Airway goblet,other
2446,Lung,Airway goblet cells,MSLN,Airway goblet,other
2447,Lung,Airway goblet cells,MUC16,Airway goblet,other
2448,Lung,Airway goblet cells,MUC4,Airway goblet,other
2449,Lung,Airway goblet cells,MUC5B,Airway goblet,other
2450,Lung,Airway goblet cells,NOS2,Airway goblet,other
2451,Lung,Airway goblet cells,PIGR,Airway goblet,other
2452,Lung,Airway goblet cells,QSOX1,Airway goblet,other
2453,Lung,Airway goblet cells,SCGB3A1,Airway goblet,other
2454,Lung,Airway goblet cells,SEC23B,Airway goblet,other
2455,Lung,Airway goblet cells,SPDEF,Airway goblet,other
2456,Lung,Airway goblet cells,TFF2,Airway goblet,other
2457,Lung,Mesothelial cells,C2,Mesothelial,other
2458,Lung,Mesothelial cells,CALB2,Mesothelial,other
2459,Lung,Mesothelial cells,CD44,Mesothelial,other
2460,Lung,Mesothelial cells,CDH1,Mesothelial,other
2461,Lung,Mesothelial cells,DES,Mesothelial,other
2462,Lung,Mesothelial cells,EFEMP1,Mesothelial,other
2463,Lung,Mesothelial cells,EPCAM,Mesothelial,other
2464,Lung,Mesothelial cells,GSTA3,Mesothelial,other
2465,Lung,Mesothelial cells,KRT5,Mesothelial,other
2466,Lung,Mesothelial cells,KRT7,Mesothelial,other
2467,Lung,Mesothelial cells,KRT72,Mesothelial,other
2468,Lung,Mesothelial cells,LGALS7,Mesothelial,other
2469,Lung,Mesothelial cells,LRRN4,Mesothelial,other
2470,Lung,Mesothelial cells,ME1,Mesothelial,other
2471,Lung,Mesothelial cells,ME2,Mesothelial,other
2472,Lung,Mesothelial cells,MSLN,Mesothelial,other
2473,Lung,Mesothelial cells,MUC16,Mesothelial,other
2474,Lung,Mesothelial cells,OSR1,Mesothelial,other
2475,Lung,Mesothelial cells,RSPO1,Mesothelial,other
2476,Lung,Mesothelial cells,THBD,Mesothelial,other
2477,Lung,Mesothelial cells,UPK3B,Mesothelial,other
2478,Lung,Mesothelial cells,WT1,Mesothelial,other
2479,Lung,Fibroblasts,COL3A1,Fibroblasts,Fibroblast
2480,Lung,Fibroblasts,COL5A2,Fibroblasts,Fibroblast
2481,Lung,Fibroblasts,DPT,Fibroblasts,Fibroblast
2482,Lung,Fibroblasts,FN1,Fibroblasts,Fibroblast
2483,Lung,Fibroblasts,GSN,Fibroblasts,Fibroblast
2484,Lung,Fibroblasts,LRP1,Fibroblasts,Fibroblast
2485,Lung,Fibroblasts,PDGFRA,Fibroblasts,Fibroblast
2486,Lung,Fibroblasts,TCF21,Fibroblasts,Fibroblast
2487,Lung,Basal cells (Airway progenitor cells),ABI3BP,Basal,other
2488,Lung,Basal cells (Airway progenitor cells),AQP3,Basal,other
2489,Lung,Basal cells (Airway progenitor cells),DAPL1,Basal,other
2490,Lung,Basal cells (Airway progenitor cells),GSTM2,Basal,other
2491,Lung,Basal cells (Airway progenitor cells),HPGD,Basal,other
2492,Lung,Basal cells (Airway progenitor cells),ICAM1,Basal,other
2493,Lung,Basal cells (Airway progenitor cells),KRT14,Basal,other
2494,Lung,Basal cells (Airway progenitor cells),KRT15,Basal,other
2495,Lung,Basal cells (Airway progenitor cells),KRT5,Basal,other
2496,Lung,Basal cells (Airway progenitor cells),PHLDA3,Basal,other
2497,Lung,Basal cells (Airway progenitor cells),RPS18,Basal,other
2498,Lung,Basal cells (Airway progenitor cells),SDC1,Basal,other
2499,Lung,Alveolar macrophages,ABCG1,Alveolar macrophages,other
2500,Lung,Alveolar macrophages,CCL3,Alveolar macrophages,other
2501,Lung,Alveolar macrophages,CD36,Alveolar macrophages,other
2502,Lung,Alveolar macrophages,CLEC7A,Alveolar macrophages,other
2503,Lung,Alveolar macrophages,CSF2RB,Alveolar macrophages,other
2504,Lung,Alveolar macrophages,CXCL2,Alveolar macrophages,other
2505,Lung,Alveolar macrophages,G0S2,Alveolar macrophages,other
2506,Lung,Alveolar macrophages,GAL,Alveolar macrophages,other
2507,Lung,Alveolar macrophages,GDA,Alveolar macrophages,other
2508,Lung,Alveolar macrophages,GNGT2,Alveolar macrophages,other
2509,Lung,Alveolar macrophages,GPNMB,Alveolar macrophages,other
2510,Lung,Alveolar macrophages,IL18,Alveolar macrophages,other
2511,Lung,Alveolar macrophages,IL1B,Alveolar macrophages,other
2512,Lung,Alveolar macrophages,ITGAX,Alveolar macrophages,other
2513,Lung,Alveolar macrophages,KLHDC4,Alveolar macrophages,other
2514,Lung,Alveolar macrophages,MARCO,Alveolar macrophages,other
2515,Lung,Alveolar macrophages,MCEMP1,Alveolar macrophages,other
2516,Lung,Alveolar macrophages,MPP1,Alveolar macrophages,other
2517,Lung,Alveolar macrophages,MRC1,Alveolar macrophages,other
2518,Lung,Alveolar macrophages,OLR1,Alveolar macrophages,other
2519,Lung,Alveolar macrophages,PLET1,Alveolar macrophages,other
2520,Lung,Alveolar macrophages,S100A4,Alveolar macrophages,other
2521,Lung,Alveolar macrophages,TLR2,Alveolar macrophages,other
2522,Lung,Alveolar macrophages,TNFAIP2,Alveolar macrophages,other
2523,Lung,Alveolar macrophages,TRIM25,Alveolar macrophages,other
2524,Lung,Ciliated cells,APPL2,Ciliated,other
2525,Lung,Ciliated cells,ATP5MD,Ciliated,other
2526,Lung,Ciliated cells,CCDC153,Ciliated,other
2527,Lung,Ciliated cells,CCDC17,Ciliated,other
2528,Lung,Ciliated cells,CCDC181,Ciliated,other
2529,Lung,Ciliated cells,CCDC39,Ciliated,other
2530,Lung,Ciliated cells,CYP2S1,Ciliated,other
2531,Lung,Ciliated cells,FAM161A,Ciliated,other
2532,Lung,Ciliated cells,FOXJ1,Ciliated,other
2533,Lung,Ciliated cells,LRRC23,Ciliated,other
2534,Lung,Ciliated cells,ODF3B,Ciliated,other
2535,Lung,Ciliated cells,SCGB1A1,Ciliated,other
2536,Lung,Ciliated cells,SEC14L3,Ciliated,other
2537,Lung,Ciliated cells,SNTN,Ciliated,other
2538,Lung,Ciliated cells,STK11,Ciliated,other
2539,Lung,Ciliated cells,TMEM212,Ciliated,other
2540,Lung,Ciliated cells,TSPAN19,Ciliated,other
2541,Lung,Ciliated cells,TUBB4B,Ciliated,other
2542,Lung,Clara cells,AHR,Clara,other
2543,Lung,Clara cells,ALDH1A1,Clara,other
2544,Lung,Clara cells,BPIFA1,Clara,other
2545,Lung,Clara cells,CTSE,Clara,other
2546,Lung,Clara cells,CYP2E1,Clara,other
2547,Lung,Clara cells,CYP4B1,Clara,other
2548,Lung,Clara cells,ERN1,Clara,other
2549,Lung,Clara cells,FOXM1,Clara,other
2550,Lung,Clara cells,LEPR,Clara,other
2551,Lung,Clara cells,MUC1,Clara,other
2552,Lung,Clara cells,MUC4,Clara,other
2553,Lung,Clara cells,MUC5B,Clara,other
2554,Lung,Clara cells,RAB3D,Clara,other
2555,Lung,Clara cells,SCGB1A1,Clara,other
2556,Lung,Clara cells,SCGB3A1,Clara,other
2557,Lung,Clara cells,SCGB3A2,Clara,other
2558,Lung,Clara cells,SFTPA1,Clara,other
2559,Lung,Clara cells,SFTPC,Clara,other
2560,Lung,Clara cells,SFTPD,Clara,other
2561,Lung,Clara cells,SYT2,Clara,other
2562,Lung,Immune system cells,ADGRE1,Immune system,other
2563,Lung,Immune system cells,ARG1,Immune system,other
2564,Lung,Immune system cells,BIRC5,Immune system,other
2565,Lung,Immune system cells,CCL17,Immune system,other
2566,Lung,Immune system cells,CCL18,Immune system,other
2567,Lung,Immune system cells,CD14,Immune system,other
2568,Lung,Immune system cells,CD163,Immune system,other
2569,Lung,Immune system cells,CD19,Immune system,other
2570,Lung,Immune system cells,CD22,Immune system,other
2571,Lung,Immune system cells,CD3D,Immune system,other
2572,Lung,Immune system cells,CD3E,Immune system,other
2573,Lung,Immune system cells,CD3G,Immune system,other
2574,Lung,Immune system cells,CD4,Immune system,other
2575,Lung,Immune system cells,CD44,Immune system,other
2576,Lung,Immune system cells,CD5,Immune system,other
2577,Lung,Immune system cells,CD68,Immune system,other
2578,Lung,Immune system cells,CD74,Immune system,other
2579,Lung,Immune system cells,CD80,Immune system,other
2580,Lung,Immune system cells,CD83,Immune system,other
2581,Lung,Immune system cells,CD86,Immune system,other
2582,Lung,Immune system cells,CD8A,Immune system,other
2583,Lung,Immune system cells,CD8B,Immune system,other
2584,Lung,Immune system cells,CDCA3,Immune system,other
2585,Lung,Immune system cells,CDK1,Immune system,other
2586,Lung,Immune system cells,CEBPE,Immune system,other
2587,Lung,Immune system cells,CR2,Immune system,other
2588,Lung,Immune system cells,CSF1R,Immune system,other
2589,Lung,Immune system cells,EAF2,Immune system,other
2590,Lung,Immune system cells,FCER2,Immune system,other
2591,Lung,Immune system cells,FCGR3A,Immune system,other
2592,Lung,Immune system cells,FLT3,Immune system,other
2593,Lung,Immune system cells,GIMAP3P,Immune system,other
2594,Lung,Immune system cells,HLA-DRA,Immune system,other
2595,Lung,Immune system cells,HMMR,Immune system,other
2596,Lung,Immune system cells,IGHM,Immune system,other
2597,Lung,Immune system cells,IL2RA,Immune system,other
2598,Lung,Immune system cells,ITGAE,Immune system,other
2599,Lung,Immune system cells,ITGAM,Immune system,other
2600,Lung,Immune system cells,ITGAX,Immune system,other
2601,Lung,Immune system cells,LAX1,Immune system,other
2602,Lung,Immune system cells,MS4A14,Immune system,other
2603,Lung,Immune system cells,MZB1,Immune system,other
2604,Lung,Immune system cells,NRP1,Immune system,other
2605,Lung,Immune system cells,NUSAP1,Immune system,other
2606,Lung,Immune system cells,PAX5,Immune system,other
2607,Lung,Immune system cells,PRG2,Immune system,other
2608,Lung,Immune system cells,PTPRC,Immune system,other
2609,Lung,Immune system cells,SLPI,Immune system,other
2610,Lung,Immune system cells,THBD,Immune system,other
2611,Lung,Immune system cells,TNFRSF17,Immune system,other
2612,Lung,Immune system cells,TRBC1,Immune system,other
2613,Lung,Immune system cells,XCR1,Immune system,other
2614,Lung,Endothelial cell,CD34,Endothelial cell,other
2615,Lung,Endothelial cell,EGFL7,Endothelial cell,other
2616,Lung,Endothelial cell,EMCN,Endothelial cell,other
2617,Lung,Endothelial cell,ESAM,Endothelial cell,other
2618,Lung,Endothelial cell,FLT1,Endothelial cell,other
2619,Lung,Endothelial cell,KDR,Endothelial cell,other
2620,Lung,Endothelial cell,MCAM,Endothelial cell,other
2621,Lung,Endothelial cell,PECAM1,Endothelial cell,other
2622,Lung,Endothelial cell,RAMP2,Endothelial cell,other
2623,Lung,Endothelial cell,TEK,Endothelial cell,other
2624,Lung,Endothelial cell,VWF,Endothelial cell,other
2625,Lung,Epithelial cells,ANPEP,Epithelial,other
2626,Lung,Epithelial cells,EPCAM,Epithelial,other
2627,Lung,Epithelial cells,IL10,Epithelial,other
2628,Lung,Epithelial cells,IL6R,Epithelial,other
2629,Lung,Ionocytes,CFTR,Ionocytes,other
2630,Lung,Ionocytes,CLCNKB,Ionocytes,other
2631,Lung,Ionocytes,FOXI1,Ionocytes,other
2632,Lung,Ionocytes,KCNMA1,Ionocytes,other
2633,Lung,Ionocytes,SCGB1A1,Ionocytes,other
2634,Lung,Ionocytes,SLC12A2,Ionocytes,other
2635,Lung,Ionocytes,TFCP2L1,Ionocytes,other
2636,Lung,Pulmonary alveolar type I cells,AGER,AT1,other
2637,Lung,Pulmonary alveolar type I cells,AKAP5,AT1,other
2638,Lung,Pulmonary alveolar type I cells,AQP3,AT1,other
2639,Lung,Pulmonary alveolar type I cells,AQP5,AT1,other
2640,Lung,Pulmonary alveolar type I cells,CCN2,AT1,other
2641,Lung,Pulmonary alveolar type I cells,CLDN18,AT1,other
2642,Lung,Pulmonary alveolar type I cells,CLIC5,AT1,other
2643,Lung,Pulmonary alveolar type I cells,COL4A3,AT1,other
2644,Lung,Pulmonary alveolar type I cells,COL4A4,AT1,other
2645,Lung,Pulmonary alveolar type I cells,CRLF1,AT1,other
2646,Lung,Pulmonary alveolar type I cells,CYP4B1,AT1,other
2647,Lung,Pulmonary alveolar type I cells,EGFL6,AT1,other
2648,Lung,Pulmonary alveolar type I cells,EMP2,AT1,other
2649,Lung,Pulmonary alveolar type I cells,FSTL3,AT1,other
2650,Lung,Pulmonary alveolar type I cells,GPRC5A,AT1,other
2651,Lung,Pulmonary alveolar type I cells,HOPX,AT1,other
2652,Lung,Pulmonary alveolar type I cells,ICAM1,AT1,other
2653,Lung,Pulmonary alveolar type I cells,IGFBP6,AT1,other
2654,Lung,Pulmonary alveolar type I cells,KRT7,AT1,other
2655,Lung,Pulmonary alveolar type I cells,MEX3B,AT1,other
2656,Lung,Pulmonary alveolar type I cells,MMP11,AT1,other
2657,Lung,Pulmonary alveolar type I cells,P2RX7,AT1,other
2658,Lung,Pulmonary alveolar type I cells,PDPN,AT1,other
2659,Lung,Pulmonary alveolar type I cells,PXDC1,AT1,other
2660,Lung,Pulmonary alveolar type I cells,RTKN2,AT1,other
2661,Lung,Pulmonary alveolar type I cells,SCNN1A,AT1,other
2662,Lung,Pulmonary alveolar type I cells,SCNN1B,AT1,other
2663,Lung,Pulmonary alveolar type I cells,SCNN1G,AT1,other
2664,Lung,Pulmonary alveolar type I cells,SEC14L3,AT1,other
2665,Lung,Pulmonary alveolar type I cells,SEMA3B,AT1,other
2666,Lung,Pulmonary alveolar type I cells,SEMA3E,AT1,other
2667,Lung,Pulmonary alveolar type I cells,SMARCA1,AT1,other
2668,Lung,Pulmonary alveolar type I cells,VEGFA,AT1,other
2669,Lung,Pulmonary alveolar type II cells,ABCA3,AT2,other
2670,Lung,Pulmonary alveolar type II cells,ADGRF5,AT2,other
2671,Lung,Pulmonary alveolar type II cells,AGER,AT2,other
2672,Lung,Pulmonary alveolar type II cells,CD36,AT2,other
2673,Lung,Pulmonary alveolar type II cells,CD3G,AT2,other
2674,Lung,Pulmonary alveolar type II cells,CEBPA,AT2,other
2675,Lung,Pulmonary alveolar type II cells,CLDN18,AT2,other
2676,Lung,Pulmonary alveolar type II cells,CRLF1,AT2,other
2677,Lung,Pulmonary alveolar type II cells,CTNND1,AT2,other
2678,Lung,Pulmonary alveolar type II cells,CXCL2,AT2,other
2679,Lung,Pulmonary alveolar type II cells,CXCR2,AT2,other
2680,Lung,Pulmonary alveolar type II cells,DDX3Y,AT2,other
2681,Lung,Pulmonary alveolar type II cells,EGFL6,AT2,other
2682,Lung,Pulmonary alveolar type II cells,ETV5,AT2,other
2683,Lung,Pulmonary alveolar type II cells,GRK2,AT2,other
2684,Lung,Pulmonary alveolar type II cells,IL1B,AT2,other
2685,Lung,Pulmonary alveolar type II cells,INMT,AT2,other
2686,Lung,Pulmonary alveolar type II cells,IRX1,AT2,other
2687,Lung,Pulmonary alveolar type II cells,LAMP3,AT2,other
2688,Lung,Pulmonary alveolar type II cells,LPCAT1,AT2,other
2689,Lung,Pulmonary alveolar type II cells,LRG1,AT2,other
2690,Lung,Pulmonary alveolar type II cells,MUC1,AT2,other
2691,Lung,Pulmonary alveolar type II cells,NAPSA,AT2,other
2692,Lung,Pulmonary alveolar type II cells,NKX2-1,AT2,other
2693,Lung,Pulmonary alveolar type II cells,NRN1,AT2,other
2694,Lung,Pulmonary alveolar type II cells,PGC,AT2,other
2695,Lung,Pulmonary alveolar type II cells,PIGR,AT2,other
2696,Lung,Pulmonary alveolar type II cells,PPBP,AT2,other
2697,Lung,Pulmonary alveolar type II cells,PPP1R14C,AT2,other
2698,Lung,Pulmonary alveolar type II cells,RUNX3,AT2,other
2699,Lung,Pulmonary alveolar type II cells,S100G,AT2,other
2700,Lung,Pulmonary alveolar type II cells,SDC1,AT2,other
2701,Lung,Pulmonary alveolar type II cells,SFTA2,AT2,other
2702,Lung,Pulmonary alveolar type II cells,SFTPA1,AT2,other
2703,Lung,Pulmonary alveolar type II cells,SFTPB,AT2,other
2704,Lung,Pulmonary alveolar type II cells,SFTPC,AT2,other
2705,Lung,Pulmonary alveolar type II cells,SFTPD,AT2,other
2706,Lung,Pulmonary alveolar type II cells,SLC34A2,AT2,other
2707,Lung,Pulmonary alveolar type II cells,SOAT1,AT2,other
2708,Lung,Secretory cell,MUC5B,Secretory,other
2709,Lung,Secretory cell,PIGR,Secretory,other
2710,Lung,Secretory cell,SCGB1A1,Secretory,other
2711,Adrenal,CSH1_CSH2 positive cells,CGB,,other
2712,Adrenal,CSH1_CSH2 positive cells,GH2,,other
2713,Adrenal,CSH1_CSH2 positive cells,PSG5,,other
2714,Adrenal,CSH1_CSH2 positive cells,CGA,,other
2715,Adrenal,CSH1_CSH2 positive cells,CSH1,,other
2716,Adrenal,CSH1_CSH2 positive cells,ERVW-1,,other
2717,Adrenal,CSH1_CSH2 positive cells,CSH2,,other
2718,Adrenal,CSH1_CSH2 positive cells,PSG7,,other
2719,Adrenal,CSH1_CSH2 positive cells,PSG11,,other
2720,Adrenal,CSH1_CSH2 positive cells,HSD3B1,,other
2721,Adrenal,CSH1_CSH2 positive cells,PSG9,,other
2722,Adrenal,CSH1_CSH2 positive cells,PSG1,,other
2723,Adrenal,CSH1_CSH2 positive cells,PSG6,,other
2724,Adrenal,CSH1_CSH2 positive cells,PLAC4,,other
2725,Adrenal,CSH1_CSH2 positive cells,PSG4,,other
2726,Adrenal,Megakaryocytes,C15orf54,,other
2727,Adrenal,Megakaryocytes,GP9,,other
2728,Adrenal,Megakaryocytes,PF4,,other
2729,Adrenal,Megakaryocytes,PPBP,,other
2730,Adrenal,Megakaryocytes,GP1BA,,other
2731,Adrenal,Megakaryocytes,MEGT1,,other
2732,Adrenal,Megakaryocytes,LY6G6F,,other
